experiment_id,student_id,problem_id,problem_part,scaffold_id,experiment_tag_path,action,timestamp,assistments_reference_action_log_id
PSAJDQG,281944,,,,,assignment_started,2020-04-27 13:47:00.174000+00:00,111237094
PSAJDQG,281944,PRAVGT3,1.0,,Law of Sines and Cosines G-SRT.D.11 EX/C PSAJDQG [control],problem_started,2020-04-27 13:47:00.584000+00:00,111237097
PSAJDQG,281944,PRAVGT3,1.0,,Law of Sines and Cosines G-SRT.D.11 EX/C PSAJDQG [control],hint_requested,2020-04-27 13:51:02.914000+00:00,111257133
PSAJDQG,281944,PRAVGT3,1.0,,Law of Sines and Cosines G-SRT.D.11 EX/C PSAJDQG [control],hint_requested,2020-04-27 13:52:22.333000+00:00,111263619
PSAJDQG,281944,PRAVGT3,1.0,,Law of Sines and Cosines G-SRT.D.11 EX/C PSAJDQG [control],answer_requested,2020-04-27 13:52:49.175000+00:00,111266177
PSAJDQG,281944,PRAVGT3,1.0,,Law of Sines and Cosines G-SRT.D.11 EX/C PSAJDQG [control],correct_response,2020-04-27 13:53:10.350000+00:00,111267702
PSAJDQG,281944,PRAVGT3,1.0,,Law of Sines and Cosines G-SRT.D.11 EX/C PSAJDQG [control],problem_finished,2020-04-27 13:53:10.355000+00:00,111267703
PSAJDQG,281944,,,,Law of Sines and Cosines G-SRT.D.11 EX/C PSAJDQG [control],continue_selected,2020-04-27 13:53:11.637000+00:00,111267704
PSAJDQG,281944,PRAV3CD,1.0,,Law of Sines and Cosines G-SRT.D.11 EX/C PSAJDQG [control],problem_started,2020-04-27 13:53:11.691000+00:00,111267705
PSAJDQG,281944,PRAV3CD,1.0,,Law of Sines and Cosines G-SRT.D.11 EX/C PSAJDQG [control],correct_response,2020-04-27 13:53:20.881000+00:00,111268513
PSAJDQG,281944,PRAV3CD,1.0,,Law of Sines and Cosines G-SRT.D.11 EX/C PSAJDQG [control],problem_finished,2020-04-27 13:53:20.884000+00:00,111268674
PSAJDQG,281944,,,,Law of Sines and Cosines G-SRT.D.11 EX/C PSAJDQG [control],continue_selected,2020-04-27 13:53:22.571000+00:00,111268675
PSAJDQG,281944,PRAVGT9,1.0,,Law of Sines and Cosines G-SRT.D.11 EX/C PSAJDQG [control],problem_started,2020-04-27 13:53:22.642000+00:00,111268676
PSAJDQG,281944,PRAVGT9,1.0,,Law of Sines and Cosines G-SRT.D.11 EX/C PSAJDQG [control],wrong_response,2020-04-27 15:54:29.371000+00:00,112816331
PSAJDQG,281944,PRAVGT9,1.0,,Law of Sines and Cosines G-SRT.D.11 EX/C PSAJDQG [control],hint_requested,2020-04-27 15:54:35.543000+00:00,112817537
PSAJDQG,281944,PRAVGT9,1.0,,Law of Sines and Cosines G-SRT.D.11 EX/C PSAJDQG [control],correct_response,2020-04-27 15:54:44.360000+00:00,112818771
PSAJDQG,281944,PRAVGT9,1.0,,Law of Sines and Cosines G-SRT.D.11 EX/C PSAJDQG [control],problem_finished,2020-04-27 15:54:44.369000+00:00,112818772
PSAJDQG,281944,,,,Law of Sines and Cosines G-SRT.D.11 EX/C PSAJDQG [control],continue_selected,2020-04-27 15:57:14.048000+00:00,112835140
PSAJDQG,281944,PRAV3ZV,1.0,,Law of Sines and Cosines G-SRT.D.11 EX/C PSAJDQG [control],problem_started,2020-04-27 15:57:14.263000+00:00,112835142
