experiment_id,student_id,problem_id,problem_part,scaffold_id,problem_condition,start_time,end_time,session_count,time_on_task,first_response_or_request_time,first_answer,correct,reported_score,answer_before_tutoring,attempt_count,hints_available,hints_given,scaffold_problems_available,scaffold_problems_given,explanation_available,explanation_given,answer_given,assistments_reference_problem_log_id
PSA29FC,7809,PRABBX8W,1,,Unknown,2020-05-29 11:50:39.996000-04:00,2020-05-29 13:23:36.962000-04:00,2,5576.966,5576.96,Got it!!,True,1.0,True,1,0,0,0,0,True,False,False,29611127
PSA29FC,7809,PRABB6MM,1,,Treatment  2,2020-05-29 13:23:39.075000-04:00,2020-05-29 13:25:30.821000-04:00,1,111.746,111.741,12,True,1.0,True,1,1,0,0,0,False,False,False,29646412
PSA29FC,7809,PRABB6MQ,1,,Treatment  2,2020-05-29 13:25:32.916000-04:00,2020-05-29 13:27:41.223000-04:00,1,128.307,128.304,36,True,1.0,True,1,1,0,0,0,False,False,False,29647044
PSA29FC,7809,PRABB6MS,1,,Treatment  2,2020-05-29 13:27:43.425000-04:00,2020-05-29 13:28:28.839000-04:00,1,45.414,45.411,12,True,1.0,True,1,1,0,0,0,False,False,False,29647817
PSA29FC,7809,PRA8S2F,1,,Nonexperimental,2020-05-29 13:28:30.836000-04:00,2020-05-29 13:28:34.663000-04:00,1,3.827,3.824,OK.,True,1.0,True,1,0,0,0,0,False,False,False,29648113
PSA29FC,7809,PRABCCDW,1,,Posttest,2020-05-29 13:28:37.298000-04:00,2020-05-29 13:29:31.894000-04:00,1,54.596,54.593,5,True,1.0,True,1,1,0,0,0,False,False,False,29648146
PSA29FC,7809,PRABCCDX,1,,Posttest,2020-05-29 13:29:32.278000-04:00,2020-05-29 13:30:14.899000-04:00,1,42.621,42.619,4,True,1.0,True,1,1,0,0,0,False,False,False,29648483
PSA29FC,13219,PRABBX8W,1,,Unknown,2020-05-13 12:56:19.281000-04:00,2020-05-13 12:56:24.485000-04:00,1,5.204,5.195,Got it!!,True,1.0,True,1,0,0,0,0,True,False,False,25693599
PSA29FC,13219,PRABB6MM,1,,Treatment  2,2020-05-13 12:56:28.607000-04:00,2020-05-13 12:56:42.586000-04:00,1,13.979,13.97,12,True,1.0,True,1,1,0,0,0,False,False,False,25693751
PSA29FC,13219,PRABB6MQ,1,,Treatment  2,2020-05-13 12:56:43.352000-04:00,2020-05-13 12:57:02.977000-04:00,1,19.625,19.618,36,True,1.0,True,1,1,0,0,0,False,False,False,25693968
