experiment_id,student_id,problem_id,problem_part,scaffold_id,experiment_tag_path,action,timestamp,assistments_reference_action_log_id
PSA4MS2,9498,,,,,assignment_started,2020-08-08 01:55:57.256000-04:00,186641252
PSA4MS2,9498,PRABBX8W,1.0,,Solving Systems of Equations - Linear Combination 8.EE.C.8b EX/Message [ignore],problem_started,2020-08-08 01:55:57.968000-04:00,186641255
PSA4MS2,9498,PRABBX8W,1.0,,Solving Systems of Equations - Linear Combination 8.EE.C.8b EX/Message [ignore],correct_response,2020-08-08 01:56:50.326000-04:00,186641276
PSA4MS2,9498,PRABBX8W,1.0,,Solving Systems of Equations - Linear Combination 8.EE.C.8b EX/Message [ignore],problem_finished,2020-08-08 01:56:50.336000-04:00,186641281
PSA4MS2,9498,,,,Solving Systems of Equations - Linear Combination 8.EE.C.8b EX,continue_selected,2020-08-08 01:57:14.117000-04:00,186641288
PSA4MS2,9498,PRABCU69,1.0,,Solving Systems of Equations - Linear Combination 8.EE.C.8b EX/CO Control and Treatments/CO [control],problem_started,2020-08-08 01:57:15.140000-04:00,186641291
PSA4MS2,9498,PRABCU69,1.0,,Solving Systems of Equations - Linear Combination 8.EE.C.8b EX/CO Control and Treatments/CO [control],correct_response,2020-08-08 01:58:21.013000-04:00,186641313
PSA4MS2,9498,PRABCU69,1.0,,Solving Systems of Equations - Linear Combination 8.EE.C.8b EX/CO Control and Treatments/CO [control],problem_finished,2020-08-08 01:58:21.020000-04:00,186641314
PSA4MS2,9498,,,,Solving Systems of Equations - Linear Combination 8.EE.C.8b EX/CO Control and Treatments/CO [control],continue_selected,2020-08-08 01:58:21.868000-04:00,186641315
PSA4MS2,9498,PRABCU7J,1.0,,Solving Systems of Equations - Linear Combination 8.EE.C.8b EX/CO Control and Treatments/CO [control],problem_started,2020-08-08 01:58:22.009000-04:00,186641316
PSA4MS2,9498,PRABCU7J,1.0,,Solving Systems of Equations - Linear Combination 8.EE.C.8b EX/CO Control and Treatments/CO [control],correct_response,2020-08-08 01:58:39.910000-04:00,186641317
PSA4MS2,9498,PRABCU7J,1.0,,Solving Systems of Equations - Linear Combination 8.EE.C.8b EX/CO Control and Treatments/CO [control],problem_finished,2020-08-08 01:58:39.916000-04:00,186641318
PSA4MS2,9498,,,,Solving Systems of Equations - Linear Combination 8.EE.C.8b EX/CO Control and Treatments/CO [control],continue_selected,2020-08-08 01:58:40.378000-04:00,186641319
PSA4MS2,9498,PRABCU75,1.0,,Solving Systems of Equations - Linear Combination 8.EE.C.8b EX/CO Control and Treatments/CO [control],problem_started,2020-08-08 01:58:40.531000-04:00,186641320
PSA4MS2,9498,PRABCU75,1.0,,Solving Systems of Equations - Linear Combination 8.EE.C.8b EX/CO Control and Treatments/CO [control],correct_response,2020-08-08 01:58:53.324000-04:00,186641321
PSA4MS2,9498,PRABCU75,1.0,,Solving Systems of Equations - Linear Combination 8.EE.C.8b EX/CO Control and Treatments/CO [control],problem_finished,2020-08-08 01:58:53.332000-04:00,186641322
PSA4MS2,9498,,,,Solving Systems of Equations - Linear Combination 8.EE.C.8b EX,continue_selected,2020-08-08 01:58:53.903000-04:00,186641325
PSA4MS2,9498,PRA8S2F,1.0,,Solving Systems of Equations - Linear Combination 8.EE.C.8b EX/PostTest [posttest]/message [ignore],problem_started,2020-08-08 01:58:54.428000-04:00,186641328
PSA4MS2,9498,PRA8S2F,1.0,,Solving Systems of Equations - Linear Combination 8.EE.C.8b EX/PostTest [posttest]/message [ignore],correct_response,2020-08-08 01:58:59.209000-04:00,186641329
PSA4MS2,9498,PRA8S2F,1.0,,Solving Systems of Equations - Linear Combination 8.EE.C.8b EX/PostTest [posttest]/message [ignore],problem_finished,2020-08-08 01:58:59.214000-04:00,186641330
PSA4MS2,9498,,,,Solving Systems of Equations - Linear Combination 8.EE.C.8b EX/PostTest [posttest],continue_selected,2020-08-08 01:59:00.905000-04:00,186641332
PSA4MS2,9498,PRABCQ6G,1.0,,Solving Systems of Equations - Linear Combination 8.EE.C.8b EX/PostTest [posttest]/posttest,problem_started,2020-08-08 01:59:01.437000-04:00,186641334
PSA4MS2,9498,PRABCQ6G,1.0,,Solving Systems of Equations - Linear Combination 8.EE.C.8b EX/PostTest [posttest]/posttest,wrong_response,2020-08-08 02:05:04.388000-04:00,186641418
PSA4MS2,9498,PRABCQ6G,1.0,,Solving Systems of Equations - Linear Combination 8.EE.C.8b EX/PostTest [posttest]/posttest,wrong_response,2020-08-08 02:05:13.292000-04:00,186641419
PSA4MS2,9498,PRABCQ6G,1.0,,Solving Systems of Equations - Linear Combination 8.EE.C.8b EX/PostTest [posttest]/posttest,hint_requested,2020-08-08 02:05:16.344000-04:00,186641426
